iteration,file,completion time,throughput,file_size_MB
30,8mb.dat,0.48344945907592773,16.547748373307346,8
31,8mb.dat,0.46985292434692383,17.02660467872935,8
32,8mb.dat,0.37166500091552734,21.52476014769616,8
33,8mb.dat,0.44743895530700684,17.87953396795963,8
34,8mb.dat,0.3575398921966553,22.375125614234435,8
35,8mb.dat,0.435624361038208,18.364445874729974,8
36,8mb.dat,0.5250844955444336,15.235643154355955,8
37,8mb.dat,0.4741678237915039,16.87166357267986,8
38,8mb.dat,0.4882183074951172,16.3861122722851,8
39,8mb.dat,0.2988579273223877,26.76857218302977,8
40,8mb.dat,0.5127418041229248,15.602394686121748,8
41,8mb.dat,0.5090715885162354,15.714882111801185,8
42,8mb.dat,0.34386229515075684,23.265127095404928,8
43,8mb.dat,0.43676233291625977,18.316597831557594,8
44,8mb.dat,0.3175818920135498,25.190353106337295,8
45,8mb.dat,0.37242937088012695,21.480582965554945,8
46,8mb.dat,0.4661691188812256,17.161153915985384,8
47,8mb.dat,0.4891960620880127,16.353361402489575,8
48,8mb.dat,0.47211313247680664,16.94509101670247,8
49,8mb.dat,0.472759485244751,16.921923831646325,8
50,8mb.dat,0.2605154514312744,30.708351293744467,8
51,8mb.dat,0.4782860279083252,16.726392855309143,8
52,8mb.dat,0.34993672370910645,22.861275933560485,8
53,8mb.dat,0.36431884765625,21.958787066510304,8
54,8mb.dat,0.3733634948730469,21.426840357598977,8
55,8mb.dat,0.43302416801452637,18.474719405803764,8
56,8mb.dat,0.4922499656677246,16.25190565355998,8
57,8mb.dat,0.48942112922668457,16.345841080953107,8
58,8mb.dat,0.4915003776550293,16.276691460886287,8
59,8mb.dat,0.5042953491210938,15.863719572156915,8
60,8mb.dat,0.2718079090118408,29.43255046949901,8
61,8mb.dat,0.5691633224487305,14.055719482382194,8
62,8mb.dat,0.026863574981689453,297.8010188685943,8
63,8mb.dat,0.5039553642272949,15.874421760082356,8
64,8mb.dat,0.516765832901001,15.480899646731471,8
65,8mb.dat,0.44597315788269043,17.938299331692814,8
66,8mb.dat,0.5761284828186035,13.885791517998658,8
67,8mb.dat,0.4811701774597168,16.626134317457264,8
68,8mb.dat,0.5201930999755859,15.378904488305327,8
69,8mb.dat,0.3048272132873535,26.244375998210455,8
70,8mb.dat,0.5449886322021484,14.67920526649191,8
71,8mb.dat,0.5440428256988525,14.704724742438366,8
72,8mb.dat,0.03885674476623535,205.8844622247311,8
73,8mb.dat,0.472064733505249,16.94682833135436,8
74,8mb.dat,0.5080287456512451,15.747140429513987,8
75,8mb.dat,0.5482940673828125,14.590710488965575,8
76,8mb.dat,0.27259206771850586,29.347882595986825,8
77,8mb.dat,0.5085875988006592,15.729836942279826,8
78,8mb.dat,0.5731403827667236,13.95818588350302,8
79,8mb.dat,0.5708155632019043,14.01503483038409,8
80,8mb.dat,0.5132784843444824,15.58608093658348,8
81,8mb.dat,0.5002670288085938,15.991459639169754,8
82,8mb.dat,0.03643035888671875,219.59706806282722,8
83,8mb.dat,0.5026094913482666,15.916929818694301,8
84,8mb.dat,0.48883748054504395,16.365357237092706,8
85,8mb.dat,0.501638650894165,15.94773446133007,8
86,8mb.dat,0.5107502937316895,15.663231324939012,8
87,8mb.dat,0.47960710525512695,16.68032002099802,8
88,8mb.dat,0.4879586696624756,16.394831155543677,8
89,8mb.dat,0.5023255348205566,15.92592740255142,8
90,8mb.dat,0.48220372200012207,16.5904982375851,8
91,8mb.dat,0.41507554054260254,19.273600148883972,8
92,8mb.dat,0.3563230037689209,22.451539517185036,8
93,8mb.dat,0.42463040351867676,18.83991333100135,8
94,8mb.dat,0.3273324966430664,24.439981004157527,8
95,8mb.dat,0.23957157135009766,33.39294372415001,8
96,8mb.dat,0.4848446846008301,16.500129328191676,8
97,8mb.dat,0.4693772792816162,17.043858646596682,8
98,8mb.dat,0.4948914051055908,16.16516253357261,8
99,8mb.dat,0.5133066177368164,15.585226692132334,8
100,8mb.dat,0.30722665786743164,26.03940704732726,8
101,8mb.dat,0.5084128379821777,15.735243885168057,8
102,8mb.dat,0.382204532623291,20.93120127354683,8
103,8mb.dat,0.11822366714477539,67.66834588376699,8
104,8mb.dat,0.5112645626068115,15.647476052730859,8
105,8mb.dat,0.26303768157958984,30.41389337055635,8
106,8mb.dat,0.4936795234680176,16.204844681021633,8
107,8mb.dat,0.49690794944763184,16.099561314913327,8
108,8mb.dat,0.48619675636291504,16.454243874116898,8
109,8mb.dat,0.4831557273864746,16.557808479833724,8
110,8mb.dat,0.5264019966125488,15.197510745553448,8
111,8mb.dat,0.5417931079864502,14.765783990371604,8
112,8mb.dat,0.027478694915771484,291.1346417477918,8
113,8mb.dat,0.46860742568969727,17.071859218247738,8
114,8mb.dat,0.5127193927764893,15.603076678411217,8
115,8mb.dat,0.5254297256469727,15.225632676471495,8
116,8mb.dat,0.28621768951416016,27.95075319621086,8
117,8mb.dat,0.48340654373168945,16.549217431446955,8
118,8mb.dat,0.4734983444213867,16.89551841997668,8
119,8mb.dat,0.4706575870513916,16.99749503693111,8
120,8mb.dat,0.2786102294921875,28.71394928528397,8
121,8mb.dat,0.5537855625152588,14.44602485421344,8
122,8mb.dat,0.2742726802825928,29.168052726787515,8
123,8mb.dat,0.5054874420166016,15.826308103886108,8
124,8mb.dat,0.3342738151550293,23.93247582461631,8
125,8mb.dat,0.5419902801513672,14.760412304378887,8
